district,tip_doma,jk,year,floor,area,toilet,parking,status,num_rooms,price
Байконур,кирпичный,Жар-Жар,2011,15,"71 м², Площадь кухни — 21 м²",совмещенный,,,2,35 500 000〒
Сарыарка,кирпичный,,1996,4,"54.1 м², Площадь кухни — 10 м²",,,свежий ремонт,2,19 000 000〒
Есильский,монолитный,Градокомплекс,2007,2,"99 м², Площадь кухни — 15 м²",,,"не новый, но аккуратный ремонт",3,55 000 000〒
Нура,монолитный,Respublika,2026,,51.9 м²,совмещенный,,,2,
Алматы,кирпичный,Qobyz,2024,9,"91.56 м², Площадь кухни — 9.8 м²",2 с/у и более,,,3,50 700 000〒
Алматы,кирпичный,Айбике,2023,1,"38 м², Площадь кухни — 14 м²",совмещенный,,,1,20 400 000〒
Есильский,монолитный,Landmark,2023,5,"144.3 м², Площадь кухни — 18 м²",,,свежий ремонт,4,138 000 000〒
Сарыарка,кирпичный,,2012,7,53 м²,раздельный,,,2,27 000 000〒
Есильский,монолитный,Landmark,2023,5,"144.3 м², Площадь кухни — 18 м²",,,свежий ремонт,4,138 000 000〒
Сарыарка,кирпичный,,2012,7,53 м²,раздельный,,,2,27 000 000〒
Нура,монолитный,Respublika,2026,,71 м²,совмещенный,,,2,
Есильский,монолитный,Crocus City,2020,8,"112 м², Площадь кухни — 17.1 м²",,,свежий ремонт,3,110 000 000〒
Нура,,Alatau Eco Park,2025,9,40 м²,,,свежий ремонт,2,27 500 000〒
Есильский,,Ишим,2011,4,"136 м², Площадь кухни — 13.5 м²",2 с/у и более,,,3,76 000 000〒
,монолитный,Tumar Club,2025,7,55.6 м²,,,,3,57 000 000〒
Алматы,,Megapolis,2023,2,66.2 м²,,,,2,29 800 000〒
Есильский,монолитный,GreenLine.Terra,2023,2,"86 м², Площадь кухни — 14.65 м²",,,свежий ремонт,3,65 000 000〒
Сарыарка,,Бурлин,2008,9,"83 м², Площадь кухни — 16 м²",2 с/у и более,,,2,37 500 000〒
Алматы,кирпичный,Сарыколь,2020,2,70 м²,2 с/у и более,,,2,40 000 000〒
Сарыарка,кирпичный,,2015,8,"50.5 м², Площадь кухни — 9.2 м²",раздельный,,свежий ремонт,2,26 450 000〒
Байконур,монолитный,Хан Тенгри,2014,2,"123.6 м², Площадь кухни — 12 м²",2 с/у и более,,,3,42 900 000〒
Алматы,кирпичный,Samat,2023,8,"40.7 м², Площадь кухни — 9.9 м²",,,свежий ремонт,1,26 000 000〒
Нура,кирпичный,Baidaulet,2025,9,91 м²,,,свежий ремонт,3,67 000 000〒
Сарыарка,,,2019,4,33 м²,совмещенный,,"не новый, но аккуратный ремонт",1,19 000 000〒
Есильский,монолитный,Capital Park. Flowers,2022,14,48 м²,совмещенный,,,2,45 000 000〒
Алматы,монолитный,Bai-Tursyn,2022,15,"80 м², Площадь кухни — 15 м²",раздельный,,,3,53 000 000〒
Алматы,монолитный,Tamerlan,2023,6,120 м²,,паркинг,,4,100 000 000〒
Есильский,кирпичный,Варшава,2021,10,"94 м², Площадь кухни — 15 м²",2 с/у и более,,,3,75 000 000〒
Алматы,монолитный,Tamerlan,2023,6,120 м²,,паркинг,,4,100 000 000〒
Есильский,кирпичный,Варшава,2021,10,"94 м², Площадь кухни — 15 м²",2 с/у и более,,,3,75 000 000〒
Нура,монолитный,Ferrum City,2025,8,"172 м², Площадь кухни — 16 м²",2 с/у и более,,,6,105 000 000〒
Нура,монолитный,Комсомольский,2024,11,120 м²,,,свежий ремонт,4,72 000 000〒
Сарайшык,монолитный,Амирель,2023,,81.01 м²,2 с/у и более,,,3,
Есильский,монолитный,Ainabulaq,2023,1,69.5 м²,,,свежий ремонт,2,33 500 000〒
Сарайшык,монолитный,Grand Victoria,2023,5,"91 м², Площадь кухни — 14 м²",,,свежий ремонт,3,65 700 000〒
Нура,кирпичный,Тан,2025,7,38.2 м²,совмещенный,,,2,22 400 000〒
Нура,монолитный,Delta,2025,8,"39 м², Площадь кухни — 10 м²",совмещенный,,,2,31 900 000〒
Есильский,кирпичный,ZHANA URPAQ,2024,4,"70.1 м², Площадь кухни — 11 м²",,,свежий ремонт,3,59 999 000〒
Есильский,иной,Комфорт De Luxe,2019,12,68.6 м²,совмещенный,,,3,35 500 000〒
Есильский,монолитный,Елорда Даму по Улы Дала,2017,7,"68 м², Площадь кухни — 11 м²",совмещенный,,,2,43 000 000〒
Сарыарка,панельный,,1985,4,"31 м², Площадь кухни — 5.8 м²",совмещенный,,,1,14 400 000〒
Сарыарка,панельный,,1980,4,64.4 м²,совмещенный,,"не новый, но аккуратный ремонт",3,25 000 000〒
Есильский,монолитный,Jetisu.Aspan,2026,,41.9 м²,совмещенный,,,1,
Сарыарка,кирпичный,,2012,5,"53.9 м², Площадь кухни — 3.1 м²",раздельный,,свежий ремонт,2,24 000 000〒
Алматы,кирпичный,Baidaulet,2025,9,"66.2 м², Площадь кухни — 15 м²",совмещенный,,,3,53 500 000〒
Сарыарка,кирпичный,,2010,1,35 м²,совмещенный,,,1,17 700 000〒
Сарайшык,монолитный,Хайвил Астана,2007,11,"98 м², Площадь кухни — 10.5 м²",,паркинг,,3,73 000 000〒
Нура,монолитный,Baizaman,2026,,60.94 м²,2 с/у и более,,,2,
Нура,монолитный,Baizaman,2026,,60.94 м²,2 с/у и более,,,2,
Сарыарка,монолитный,Европейский,2009,9,"111 м², Площадь кухни — 11 м²",раздельный,,,4,50 000 000〒
Нура,монолитный,Salman City,2025,8,"63 м², Площадь кухни — 11 м²",раздельный,,,2,34 600 000〒
Сарыарка,иной,,2019,7,"48.5 м², Площадь кухни — 9.7 м²",раздельный,,свежий ремонт,2,27 000 000〒
Есильский,,Arti7,2026,8,40 м²,,,,1,25 400 000〒
Алматы,кирпичный,Степной-1,2008,1,39.3 м²,совмещенный,,,1,19 000 000〒
Нура,монолитный,GreenLine.Tokyo,2024,7,43.3 м²,,,свежий ремонт,1,44 800 000〒
Есильский,монолитный,Олимп палас,2009,7,"83.5 м², Площадь кухни — 12 м²",2 с/у и более,,,2,40 500 000〒
Сарыарка,панельный,,1964,2,"62 м², Площадь кухни — 7.4 м²",раздельный,,свежий ремонт,3,23 700 000〒
Алматы,кирпичный,Ak Bulak Premium,2022,5,"55.5 м², Площадь кухни — 6 м²",,,свежий ремонт,2,38 900 000〒
Есильский,монолитный,Нурсая,2010,8,125.5 м²,2 с/у и более,,,3,65 000 000〒
Есильский,монолитный,Sezim Qala.Baqyt,2021,6,38 м²,совмещенный,,,1,27 500 000〒
Есильский,монолитный,Sandi Qala,2026,18,40.16 м²,,,черновая отделка,1,28 000 000〒
Есильский,монолитный,Asylym Park 1,2024,8,43 м²,,,свежий ремонт,2,38 760 000〒
,монолитный,AIQYN,2024,1,95 м²,2 с/у и более,,,3,76 000 000〒
Есильский,монолитный,ЛЕЯ за рекой,2024,2,75 м²,,,черновая отделка,2,38 000 000〒
Алматы,монолитный,Жайна,2016,4,"102 м², Площадь кухни — 12 м²",,,"не новый, но аккуратный ремонт",3,56 500 000〒
Нура,монолитный,,2018,3,"89 м², Площадь кухни — 12.6 м²",2 с/у и более,,,3,59 000 000〒
Сарайшык,кирпичный,Kemenger,2025,5,43 м²,,,свежий ремонт,2,39 900 000〒
Есильский,монолитный,Capital Park Joy,2027,7,"56.5 м², Площадь кухни — 9.73 м²",,паркинг,,2,44 500 000〒
Алматы,монолитный,Жайна,2016,4,"102 м², Площадь кухни — 12 м²",,,"не новый, но аккуратный ремонт",3,56 500 000〒
Нура,монолитный,,2018,3,"89 м², Площадь кухни — 12.6 м²",2 с/у и более,,,3,59 000 000〒
Сарайшык,кирпичный,Kemenger,2025,5,43 м²,,,свежий ремонт,2,39 900 000〒
Есильский,монолитный,Capital Park Joy,2027,7,"56.5 м², Площадь кухни — 9.73 м²",,паркинг,,2,44 500 000〒
,кирпичный,Orleu,2026,2,"39.03 м², Площадь кухни — 9.6 м²",,,черновая отделка,1,20 500 000〒
Есильский,монолитный,Park Avenue,2019,5,"100 м², Площадь кухни — 15 м²",,паркинг,,3,75 550 000〒
Сарайшык,монолитный,Bestogai,2026,,68.53 м²,совмещенный,,,3,
Алматы,,,2007,6,"64.9 м², Площадь кухни — 11 м²",совмещенный,,,2,23 400 000〒
Есильский,монолитный,Jetisu Kerbez Comfort,2026,,75.3 м²,2 с/у и более,,,3,
Нура,монолитный,Inju Arena,2020,4,"57 м², Площадь кухни — 9 м²",,,"не новый, но аккуратный ремонт",2,46 000 000〒
Нура,монолитный,Sat City,2022,6,39.6 м²,,,свежий ремонт,1,35 000 000〒
Есильский,монолитный,Алатау,2009,12,"85.1 м², Площадь кухни — 14.28 м²",,,"не новый, но аккуратный ремонт",2,54 999 999〒
Нура,монолитный,Sezim Qala. Orken,2025,6,28.2 м²,,,черновая отделка,1,20 400 000〒
Есильский,монолитный,Айсанам De Luxe,2020,6,87 м²,,,свежий ремонт,3,62 000 000〒
Сарыарка,монолитный,Махаббат-2,2009,9,"54 м², Площадь кухни — 13.9 м²",,,,2,24 990 000〒
Сарайшык,монолитный,Namys,2026,,42.95 м²,совмещенный,,,1,
Сарыарка,кирпичный,,2021,6,"39.1 м², Площадь кухни — 9 м²",раздельный,,,1,20 500 000〒
Алматы,монолитный,Кахарман,2012,12,"85 м², Площадь кухни — 19 м²",,,"не новый, но аккуратный ремонт",3,41 000 000〒
Есильский,монолитный,Family Gardens,2026,,122.32 м²,2 с/у и более,,,3,
Алматы,кирпичный,Жасыл-Астана НС,2019,7,64 м²,,,свежий ремонт,2,34 000 000〒
Есильский,монолитный,Salt,2025,,88.8 м²,2 с/у и более,,,3,
Алматы,монолитный,La Vie,2025,6,50 м²,,паркинг,,1,52 000 000〒
